FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,QualityTier
7.957301252174718,0.24743005931371825,0.3718065631243925,1.0,0.06929056740439207,5.519373238610788,73.71800493553155,0.9990448567656333,3.4560176400013143,0.6055075284007388,12.1700459944239,MEDIUM
8.629737698356973,0.33328358091013066,0.33152071675702655,3.0036880451315846,0.06033361619001999,18.1296679063369,42.60255441783342,0.9938216419006047,3.2376435677810944,0.5678083788598217,10.798641561183887,HIGH
8.625843658629828,0.6464339475701261,0.2797632249784633,1.914357795507036,0.07275086699744594,7.204042648381952,49.97745884119881,0.9967061564430617,3.3885837217924015,0.5032699665514191,9.500832353855296,MEDIUM
7.367938695150142,0.5460122037684373,0.3359385841547218,1.8143099297995826,0.1011057809315265,19.79542104836334,56.28429061327724,0.9958379513315839,3.217977145137227,0.4826565874561428,11.143525337335037,MEDIUM
6.944864628026604,0.5056992161901972,0.2515283694033038,1.8046527733780435,0.09377782746503731,22.845105905477965,34.68552801089286,0.996786835261363,3.3552392187632174,0.6391708542271614,11.86814136977088,MEDIUM
7.410661494280325,0.5802608156655462,0.2169828313640442,3.8114898150628322,0.0842950678450293,17.798982119100813,68.40564638508302,0.9961624305251682,3.226607915006102,0.6545080230448703,10.146978935755474,MEDIUM
8.518521004798874,0.5370856931639185,0.1385470998127233,4.100531157574581,0.09958250404647592,17.459443794029063,49.88395642338535,0.9940149983261612,3.1149010308072564,0.6567809209315121,11.635123123311654,MEDIUM
8.721279905013814,0.515434094048596,0.4502930503264175,2.484562867564552,0.09406296597935981,15.927533970645843,43.34247827327857,0.9960665364216871,3.162833758079135,0.5329360477262441,11.953791610616706,MEDIUM
10.007197062594713,0.33792029286896436,0.5513244894769822,3.672052484473311,0.045453986257708884,18.25393817936942,46.98854453588131,0.9953420789852743,3.1252835647816903,0.815044286607709,10.838771684208572,HIGH
8.429560864115205,0.6868523278769606,0.23063454542044087,2.1751686164913777,0.13019544053809876,17.57457226792024,37.32307893641053,0.9987259584344421,3.5495852195972613,0.4093706487588366,10.805434783994185,LOW
8.343048769878951,0.2491636521376212,0.18586768755222188,1.8079892164783127,0.09051382110627265,11.875223884434526,46.3018169437129,0.9969671901625232,2.9,0.955526544313135,10.708693418996225,MEDIUM
9.1126508575377,0.48112831241107423,0.5178177140749652,1.669318864636767,0.06824688424283248,12.4874870030016,31.562415444118862,0.9962122993995169,3.207955460040834,0.6536972334003146,11.348038778675825,HIGH
8.481009250281806,0.6730334006962267,0.35738452310080876,1.0,0.08992639122682534,10.490746047466907,61.9325117138299,0.9938684051835638,3.104547131444126,0.6158974541414266,10.48798903325702,MEDIUM
9.27334976256232,0.2603706420947605,0.4562391283482445,2.8269466588949834,0.07645199943028542,18.333640033558225,29.304362752714482,0.9921986602902269,3.193401045810309,0.8268581152649203,11.083242397128977,HIGH
7.933674726610096,0.7536765261388414,0.27968681539981033,2.6281044149107893,0.14273930361782808,14.971323398109135,21.731543978168773,1.0004620035497673,3.6431360485978823,0.499414056911966,8.91146865241731,LOW
8.6248738032643,0.2695319149872589,0.4799888278784368,2.3393724055252276,0.03895973141632425,1.0,29.580007479529883,0.9945269334958078,3.4171807407218378,0.7182948666764369,11.562665010660423,HIGH
9.483497956440326,0.37407567544387643,0.3956001276617885,3.66113362542962,0.07480043044615149,18.480346544813095,44.64211191386302,0.9945548698584572,3.2476478157631163,0.5990196948753387,12.488148168625475,HIGH
9.281984809249941,0.531874039180704,0.40352406563084664,3.3712779832845077,0.11777118700784828,21.731361795941712,60.70006354200841,1.0011452184505256,3.3182148765358654,0.7246854942167743,11.315710824331463,MEDIUM
8.102084753557095,0.523930878318412,0.2768749387390397,2.631326786449849,0.06338886600991094,25.52117691579609,60.15396664409419,0.9940096988480799,3.090711305561107,0.4615429945558436,10.894833458028662,MEDIUM
7.03790126350042,0.9713034325424328,0.2701252023638206,2.852055396514297,0.13500586884826773,9.981631249115171,56.303730711314145,1.0024844104971842,3.30027200251852,0.6773019725214857,9.303391298300719,LOW
8.771179406219208,0.5081686723098345,0.19467473642429026,1.272947581656588,0.044658473112152444,7.736776603375425,41.137347084390385,0.9967709827446336,3.288419758947051,0.7272877907548667,11.129948756387753,MEDIUM
7.464798965236753,0.6545690869822853,0.40628909147751047,2.4444388926673004,0.09319826010256121,20.52833166279596,48.63405324706555,0.9987129235416242,3.2004828150996234,0.7660300881290562,9.40142726404164,MEDIUM
8.595798848709746,0.28150876666375807,0.3483991371331635,3.5097557615182824,0.08750735469881099,19.573747649158655,59.14908819763269,0.9944837869864792,3.112902174483479,0.5945905950384648,9.821311851532977,MEDIUM
7.387810877776099,0.4064158299931895,0.522335297404097,2.8508898735800097,0.0923777438550244,6.730449792266491,38.72951812520977,0.9917089755097493,3.2830101889877246,1.003056316269662,12.63750322585863,HIGH
9.096670179527013,0.1772419058644241,0.4080015774133704,3.810276776276779,0.08305265275122974,6.934711020462392,44.56968224181067,0.9953828840946892,3.354021357167011,0.6825142374371954,11.670857681573747,HIGH
8.722250636017778,0.5905679957681371,0.20495722800299992,4.281742897246702,0.09602018123988887,14.777464380228604,38.69985515677605,0.9990392265251997,3.2702331842341814,0.5743721511624273,9.150980494381903,MEDIUM
