RefractiveIndex,SpecificGravity,Hardness,Transparency,Birefringence,Dispersion,LusterScore,InclusionsCount,UVFluorescence,ColorSaturation,GemType
1.3406222673004777,2.8477277044278524,6.550960489433549,59.72454633652262,0.0007664484564236183,0.06293316184820473,6.138294212906098,3,0.0,71.2618854704475,IMITATION
1.6470539142536764,2.3559058612591395,5.883077494266061,93.97198258955638,0.0014377714613034726,0.0709667088749613,7.782424824390688,1,0.3618019506135508,74.1471877981213,IMITATION
1.7347612806340784,4.219129996856416,8.342664475069055,89.93633879629218,0.00946756139044299,0.03948974222821244,8.877729262373002,6,7.7566463323198835,77.38434957216452,GENUINE
1.7374882577193607,3.9917879007483985,8.519874571524348,88.71643086997535,0.007948457791392348,0.04411642545417011,9.018257709341741,2,7.416667168898851,95.01150769117248,SYNTHETIC
1.779875805884214,3.9235620833583384,8.279110782287612,76.35990515393273,0.004980372304161077,0.04531280664500962,8.549779577212053,3,5.579618591955809,51.006437355809744,GENUINE
1.6366746162741423,2.5823185555886368,5.807494173213445,61.15327978319815,0.002413774727492927,0.04824719883403744,5.4168641329709395,1,4.935692457992533,42.69065310188857,IMITATION
1.8855432365411275,4.079191691282726,8.042798034907806,74.32448610621216,0.00871774059233345,0.05237246216673769,9.237164381723819,4,10.0,60.66169643193646,GENUINE
1.6105166237076285,2.322554418615187,5.433537247228893,80.9791025011402,0.0011498307285826652,0.0548065868911887,6.561444692688758,3,0.485002166796499,75.7749731479137,IMITATION
1.748773240071156,3.9267163071328954,8.602498676727414,93.29003246490286,0.008960305168086668,0.04218063912137505,9.339780274528682,1,7.45678554779032,83.72678824848794,SYNTHETIC
1.462650058343002,2.5685606364237277,4.404618309223538,65.02785516284928,0.0,0.07555711977916249,8.018017080886036,4,4.011888754156693,66.60928799144868,IMITATION
1.443358247385177,2.7903875480953366,6.914205886368168,81.66535492632448,0.001758144889210677,0.04264512464832355,7.732190714704467,0,4.994117655648246,78.63145217186538,IMITATION
1.6712886805779543,3.833463659939418,8.566580883285223,76.80577963947195,0.004812819415559361,0.03988790033808899,7.847917660614059,3,4.734556830845047,85.78469627461504,GENUINE
1.654217590678236,3.862894377373326,8.287601217999272,69.55283483037098,0.01576869092605584,0.04477595341929489,7.7166212633786175,5,5.023198924277048,80.87079776446286,GENUINE
1.3948436810700826,2.558528586207142,6.1479475940006685,78.7518539133439,0.003168761167921427,0.06122581068680473,5.84769927188752,1,6.570243479625304,64.62896868796399,IMITATION
1.712448755694038,3.949705836085185,9.173571076583148,87.3030501493393,0.0076143874656832075,0.044529472265576166,9.466514444813177,5,7.46838156826129,67.85373099428136,GENUINE
1.7066291342224686,3.9922102055027464,8.551241765964315,80.61643152061262,0.008130807339117361,0.048936672582945505,8.22676659647202,6,7.499404508065284,74.48325142515883,GENUINE
1.7879897285394468,3.9100892630295445,8.169205844086614,100.0,0.006273989381333234,0.04189989042035362,8.757961810236317,0,6.537547836644404,93.05493242341083,SYNTHETIC
1.745096644593653,4.004373687684037,8.677283506383834,89.49738012879766,0.00694119985175218,0.04118216179461895,9.565029467275135,0,7.964194112656371,83.4223559000073,SYNTHETIC
1.4519892637825906,2.8046363025620273,5.396328311460763,76.13941609378043,0.0003785265952855223,0.06459507766638661,4.80854134351087,2,5.296489145712458,73.97892637166588,IMITATION
1.7778982111205366,3.9478864205976376,8.567272818129466,88.38853537116859,0.006245715147177501,0.045728139964277895,9.150219434660459,1,6.481435261024621,98.60235744674621,SYNTHETIC
1.7096166894691533,4.011324120111991,8.571957660461392,83.60455357784754,0.005085029796376142,0.03918120536894694,8.812161951892765,3,7.740673142848652,63.94904818969491,GENUINE
1.7933984556280929,4.038570089745188,8.482949996637785,92.42763919719415,0.008395598834762942,0.04392014707325327,9.215211347322196,0,7.145167966181772,92.07556528533229,SYNTHETIC
1.7779733832067834,4.057003392324758,8.43433940163935,92.49746535713064,0.0067296379536749135,0.04324918510703207,8.97486541077939,0,6.043912907109584,82.64050301488962,SYNTHETIC
1.7317377016629008,4.052119082456295,8.430771270286453,77.18230351710575,0.009864715669568152,0.033233285400643776,6.429307945613987,4,4.489891893314097,57.295104487687496,GENUINE
1.75553324505403,3.8902859860306758,9.365301889322184,85.79758586303963,0.005076412085988076,0.04701593715541171,7.2742794302795,5,6.692926175607449,55.07729168356671,GENUINE
1.7239869873704723,4.200272453210835,8.328753935613635,85.35625955125622,0.007372334378766417,0.038256029824206714,7.104638060046561,5,5.870847871012174,72.62331349619123,GENUINE
1.7607539314624785,3.958145493319248,8.52729848239342,88.7807324382682,0.00915469376671672,0.04390234032813259,9.512367735346762,1,6.598522315736519,87.79491202701706,SYNTHETIC
1.763308073205994,3.992401630884198,8.643822445970152,85.12088821019259,0.008102645528539664,0.045506834946842184,9.255527564105485,0,8.14164734023769,80.91991071943428,SYNTHETIC
1.7793631136202854,3.8869970663782545,8.892706194796638,93.94150855167618,0.011168170427198155,0.0351188238355084,7.408569265543731,3,5.266885982258109,87.73734216555107,GENUINE
1.7858412066865306,3.951664905464867,8.697729560085104,100.0,0.007925654670241476,0.046521699039998615,9.343306866537676,2,7.149939588578348,91.02850413142798,SYNTHETIC
1.7060951197190986,4.041554186295911,8.542150202458384,73.42288790411514,0.010401228575683047,0.03476906068880953,8.616520626084895,5,7.381087549709019,82.84198244043543,GENUINE
1.5441440605608785,2.6775487788006274,6.500566494615321,81.22401510124602,0.0014883647602144977,0.03,6.477551005667574,2,3.0173701925105427,66.2800966369234,IMITATION
1.794318152622654,3.9841119552991304,8.417411939949893,96.9971302275178,0.007987956447040069,0.04944382429581298,7.844594133506384,1,5.690585431329851,89.30868133024335,SYNTHETIC
1.746569755860389,4.029904957752374,8.518626352711692,97.59404681820625,0.010452369912868725,0.042320944883964685,8.703389183558146,1,6.338078246216449,92.4587930791492,SYNTHETIC
1.7534743910925885,4.297210144592255,7.944171013294562,62.606077917816464,0.009563367285138015,0.036388204068910544,8.82674880153382,1,4.903669989773977,85.22744466885135,GENUINE
1.7564149794928618,4.059049495265284,8.708805812738063,89.82065474438771,0.008193448574991796,0.04102962767460013,9.225489273158763,0,6.977416625953108,92.28846123500624,SYNTHETIC
1.7545030939866042,4.042660077252577,8.265306680899629,99.60803730367648,0.008097155787086249,0.04788705776224439,8.580758438525137,0,7.4363901559639105,92.24427145085183,SYNTHETIC
1.781683736330505,3.956993796341803,8.42922110900238,90.73048096475415,0.007283203702490917,0.04882698742295585,8.951084633436208,4,8.95259959179128,54.04356827369985,GENUINE
1.7957094215262148,3.784779792881205,8.974812122224153,86.65678162774893,0.010243730768352602,0.047894682517560565,7.845977307016644,5,6.723315205876537,57.17015568017582,GENUINE
1.783350196459729,4.079520178428682,8.565917903568698,96.73780191054571,0.00804303097332128,0.04532507206679722,9.195268522455851,0,5.902012541021707,98.11990812200739,SYNTHETIC
1.568992012863841,2.6538068352432154,4.612419564128205,80.69690543498609,0.0009625092282751802,0.06611742606664404,8.165157056940854,0,1.873751812307227,82.05588290068283,IMITATION
1.7704746687699104,3.8863211076384223,8.798501426410889,81.92704802684638,0.013699645804685648,0.047191959628041916,9.07127570651575,9,2.2515111125237883,75.83168189758901,GENUINE
1.567337418142559,2.46850777702004,4.208658932028128,83.3376359762349,0.0,0.054036000940201924,5.795081582853206,1,3.052121151373452,63.52953393080318,IMITATION
1.6998482381217315,4.3058858477804876,8.903926835737053,84.93892405452942,0.012123314279512451,0.04530625265616928,7.883838366688264,4,8.914280998663958,85.6337651353834,GENUINE
